"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
2020-09-03,71,"Lebanon",27,27,0,375,2,2,0,1279,17747,1892,32,1859,1
2020-09-03,72,"Ledyard",34,34,0,231,2,2,0,3130,21240,4373,38,4335,0
2020-09-03,73,"Lisbon",11,11,0,259,0,0,0,587,13818,845,15,830,0
2020-09-03,74,"Litchfield",53,51,2,652,2,2,0,1754,21582,2578,63,2511,4
2020-09-03,75,"Lyme",7,7,0,299,0,0,0,325,13901,473,8,465,0
2020-09-03,76,"Madison",167,159,8,922,25,20,5,3806,21021,5847,220,5618,9
2020-09-03,77,"Manchester",844,782,62,1463,105,81,24,10584,18343,17712,1015,16628,69
2020-09-03,78,"Mansfield",126,118,8,488,3,2,1,2939,11384,5074,137,4933,4
2020-09-03,79,"Marlborough",103,99,4,1620,20,16,4,1117,17568,1989,116,1872,1
2020-09-03,80,"Meriden",1036,1000,36,1740,79,66,13,13583,22813,26920,1220,25637,63
2020-09-03,81,"Middlebury",55,51,4,711,3,1,2,1344,17385,2539,70,2467,2
2020-09-03,82,"Middlefield",20,20,0,457,0,0,0,802,18311,1224,26,1197,1
2020-09-03,83,"Middletown",686,661,25,1487,85,70,15,12802,27742,25498,866,24614,18
2020-09-03,84,"Milford",720,696,24,1317,89,78,11,10022,18335,16318,936,15362,20
2020-09-03,85,"Monroe",150,145,5,770,5,4,1,3222,16549,4754,171,4579,4
2020-09-03,86,"Montville",327,320,7,1747,0,0,0,4757,25417,7241,369,6861,11
2020-09-03,87,"Morris",15,15,0,663,0,0,0,369,16313,560,16,544,0
2020-09-03,88,"Naugatuck",442,430,12,1413,40,36,4,4882,15603,10285,609,9637,39
2020-09-03,89,"New Britain",1364,1306,58,1883,98,76,22,14825,20462,26591,1652,24881,58
2020-09-03,90,"New Canaan",209,205,4,1034,35,32,3,3723,18419,4971,279,4688,4
2020-09-03,91,"New Fairfield",133,129,4,958,3,3,0,2285,16466,3274,157,3115,2
2020-09-03,92,"New Hartford",36,36,0,539,2,2,0,1122,16784,1634,42,1590,2
2020-09-03,93,"New Haven",3007,2942,65,2306,113,103,10,35441,27175,61364,3885,57399,80
2020-09-03,95,"New London",217,211,6,806,5,5,0,9104,33795,17028,261,16763,4
2020-09-03,96,"New Milford",341,325,16,1264,24,22,2,4844,17958,7643,395,7213,35
2020-09-03,94,"Newington",436,416,20,1448,51,39,12,6132,20364,10868,548,10302,18
2020-09-03,97,"Newtown",277,262,15,997,44,34,10,5703,20534,8743,354,8386,3
2020-09-03,98,"Norfolk",15,14,1,915,0,0,0,343,20915,515,16,499,0
2020-09-03,99,"North Branford",96,92,4,678,4,1,3,2392,16895,3714,114,3598,2
2020-09-03,100,"North Canaan",9,8,1,277,1,0,1,653,20068,1052,11,1039,2
2020-09-03,101,"North Haven",301,294,7,1271,27,26,1,4792,20227,7609,422,7180,7
2020-09-03,102,"North Stonington",16,15,1,305,1,1,0,841,16040,1145,16,1128,1
2020-09-03,103,"Norwalk",2193,2134,59,2463,147,127,20,17539,19696,27917,2744,25147,26
2020-09-03,104,"Norwich",192,184,8,491,5,5,0,8347,21328,13250,224,13021,5
2020-09-03,105,"Old Lyme",28,28,0,380,2,2,0,1605,21789,2403,42,2360,1
2020-09-03,106,"Old Saybrook",122,118,4,1209,25,22,3,2112,20938,3796,136,3656,4
2020-09-03,107,"Orange",145,141,4,1040,9,9,0,2642,18940,3919,197,3720,2
2020-09-03,108,"Oxford",93,89,4,703,6,6,0,2165,16369,3246,120,3125,1
2020-09-03,109,"Plainfield",70,69,1,461,1,1,0,2662,17544,4008,81,3925,2
2020-09-03,110,"Plainville",182,180,2,1033,26,25,1,2954,16762,5584,217,5356,11
2020-09-03,111,"Plymouth",82,77,5,704,1,1,0,1745,14985,2953,85,2865,3
2020-09-03,112,"Pomfret",20,20,0,476,0,0,0,971,23097,1286,20,1266,0
2020-09-03,113,"Portland",80,75,5,860,14,11,3,1820,19559,2969,105,2861,3
2020-09-03,114,"Preston",27,26,1,582,0,0,0,1029,22186,1465,32,1431,2
2020-09-03,115,"Prospect",78,78,0,797,0,0,0,1370,13994,2335,91,2242,2
2020-09-03,116,"Putnam",41,40,1,436,1,1,0,1384,14731,1924,43,1879,2
2020-09-03,117,"Redding",80,74,6,877,8,7,1,1634,17907,2302,103,2199,0
2020-09-03,118,"Ridgefield",259,246,13,1036,45,36,9,5539,22149,8170,321,7832,17
2020-09-03,119,"Rocky Hill",454,436,18,2254,94,81,13,3701,18372,7186,566,6587,33
2020-09-03,120,"Roxbury",12,9,3,556,1,0,1,393,18194,564,11,553,0
2020-09-03,121,"Salem",14,14,0,340,0,0,0,869,21077,1213,19,1194,0
2020-09-03,122,"Salisbury",22,21,1,611,0,0,0,1029,28599,1449,29,1419,1
2020-09-03,123,"Scotland",0,0,0,0,0,0,0,104,6172,147,0,147,0
2020-09-03,124,"Seymour",244,234,10,1478,50,43,7,2947,17851,5212,297,4908,7
2020-09-03,125,"Sharon",15,15,0,555,0,0,0,522,19312,788,20,768,0
2020-09-03,126,"Shelton",700,662,38,1703,137,108,29,7704,18746,13040,847,12158,35
2020-09-03,127,"Sherman",19,15,4,526,2,0,2,547,15136,760,23,736,1
2020-09-03,128,"Simsbury",149,134,15,597,12,10,2,4617,18484,7403,191,7200,12
2020-09-03,129,"Somers",313,292,21,2889,5,4,1,1942,17925,2972,311,2635,26
2020-09-03,132,"South Windsor",181,166,15,695,30,18,12,3917,15034,5825,209,5608,8
2020-09-03,130,"Southbury",211,206,5,1073,36,31,5,4339,22075,8115,293,7810,12
2020-09-03,131,"Southington",385,370,15,879,33,28,5,7382,16851,13174,463,12696,15
2020-09-03,133,"Sprague",7,6,1,242,0,0,0,640,22153,966,8,958,0
2020-09-03,134,"Stafford",126,118,8,1060,21,16,5,1172,9862,1963,151,1808,4
2020-09-03,135,"Stamford",3565,3488,77,2747,201,175,26,26155,20154,39332,4539,34715,78
2020-09-03,136,"Sterling",8,8,0,212,0,0,0,526,13915,832,9,823,0
2020-09-03,137,"Stonington",40,35,5,217,1,0,1,3239,17557,4417,46,4369,2
2020-09-03,138,"Stratford",933,892,41,1795,79,59,20,10521,20246,17583,1130,16412,41
2020-09-03,139,"Suffield",191,175,16,1213,20,12,8,3671,23318,6746,206,6535,5
2020-09-03,140,"Thomaston",70,68,2,926,0,0,0,1187,15701,2058,82,1971,5
2020-09-03,141,"Thompson",48,47,1,511,2,1,1,983,10463,1435,55,1379,1
2020-09-03,142,"Tolland",60,52,8,409,3,1,2,2264,15449,3357,62,3294,1
2020-09-03,143,"Torrington",595,572,23,1738,94,82,12,7270,21240,14235,701,13479,55
2020-09-03,144,"Trumbull",600,549,51,1676,124,82,42,6931,19359,11301,720,10549,32
2020-09-03,145,"Union",5,4,1,595,0,0,0,68,8095,97,4,92,1
2020-09-03,146,"Vernon",282,270,12,962,21,18,3,4958,16920,8217,321,7879,17
2020-09-03,147,"Voluntown",13,13,0,513,1,1,0,493,19448,678,15,663,0
2020-09-03,148,"Wallingford",536,521,15,1204,70,62,8,8979,20162,19316,750,18499,67
2020-09-03,149,"Warren",5,5,0,357,0,0,0,115,8220,184,5,179,0
2020-09-03,150,"Washington",27,26,1,786,2,2,0,787,22918,1114,29,1085,0
2020-09-03,151,"Waterbury",2285,2189,96,2114,173,146,27,18425,17046,36182,2795,33276,111
2020-09-03,152,"Waterford",187,179,8,990,26,19,7,4524,23953,7069,213,6854,2
2020-09-03,153,"Watertown",173,164,9,799,5,4,1,3562,16459,6747,206,6530,11
2020-09-03,155,"West Hartford",843,785,58,1339,134,91,43,12493,19849,20733,956,19755,22
2020-09-03,156,"West Haven",1185,1141,44,2159,72,65,7,10672,19446,19022,1517,17467,38
2020-09-03,154,"Westbrook",34,34,0,492,0,0,0,1148,16604,1656,41,1615,0
2020-09-03,157,"Weston",89,86,3,869,2,2,0,2012,19635,2637,100,2536,1
2020-09-03,158,"Westport",353,339,14,1256,23,16,7,6625,23564,9551,439,9101,11
2020-09-03,159,"Wethersfield",287,281,6,1100,11,10,1,4627,17740,7150,374,6761,15
2020-09-03,160,"Willington",16,16,0,272,0,0,0,817,13878,1225,17,1208,0
2020-09-03,161,"Wilton",251,225,26,1364,42,21,21,3761,20444,5199,299,4899,1
2020-09-03,162,"Winchester",67,66,1,629,1,1,0,2104,19747,3358,77,3277,4
2020-09-03,163,"Windham",330,330,0,1336,11,11,0,5560,22505,9242,386,8842,14
2020-09-03,164,"Windsor",621,576,45,2159,107,73,34,5863,20386,10567,719,9830,18
2020-09-03,165,"Windsor Locks",140,134,6,1087,21,19,2,2068,16061,3182,182,2994,6
2020-09-03,166,"Wolcott",132,125,7,793,9,6,3,2640,15857,5288,179,5097,12
2020-09-03,167,"Woodbridge",149,141,8,1692,32,30,2,2094,23782,3330,262,3056,12
2020-09-03,168,"Woodbury",58,57,1,608,2,2,0,1612,16903,2637,65,2571,1
2020-09-03,169,"Woodstock",31,31,0,394,0,0,0,1153,14665,1619,34,1584,1
2020-09-07,1,"Andover",9,9,0,279,0,0,0,496,15351,704,9,695,0
2020-09-07,2,"Ansonia",309,301,8,1651,8,7,1,3410,18215,5800,376,5412,12
2020-09-07,3,"Ashford",23,22,1,540,0,0,0,733,17203,1121,27,1094,0
2020-09-07,4,"Avon",168,158,10,918,30,22,8,3563,19468,5145,184,4956,5
2020-09-07,5,"Barkhamsted",33,31,2,911,0,0,0,632,17439,992,32,957,3
2020-09-07,6,"Beacon Falls",61,61,0,987,0,0,0,992,16047,1631,69,1560,2
2020-09-07,7,"Berlin",203,194,9,994,17,14,3,3538,17316,6253,243,6005,5
2020-09-07,8,"Bethany",43,42,1,785,1,1,0,1122,20478,1794,68,1723,3
2020-09-07,9,"Bethel",307,287,20,1557,31,23,8,3940,19986,6745,349,6392,4
2020-09-07,10,"Bethlehem",13,12,1,380,1,0,1,529,15459,876,22,853,1
2020-09-07,11,"Bloomfield",572,542,30,2685,89,69,20,5446,25567,11718,723,10925,70
2020-09-07,12,"Bolton",27,25,2,552,3,3,0,774,15828,1141,34,1107,0
2020-09-07,13,"Bozrah",15,15,0,591,1,1,0,502,19787,784,19,765,0
2020-09-07,14,"Branford",379,367,12,1353,40,38,2,6251,22321,10039,530,9496,13
2020-09-07,15,"Bridgeport",4114,3993,121,2839,154,115,39,32925,22723,56785,4954,51693,138
2020-09-07,16,"Bridgewater",12,12,0,731,0,0,0,283,17246,462,16,446,0
2020-09-07,17,"Bristol",693,676,17,1154,72,64,8,10448,17404,20206,780,19393,33
2020-09-07,18,"Brookfield",211,201,10,1241,8,5,3,3295,19380,4804,241,4562,1
2020-09-07,19,"Brooklyn",148,147,1,1787,0,0,0,1573,18998,2180,153,2024,3
2020-09-07,20,"Burlington",41,40,1,424,1,1,0,1519,15717,2260,50,2210,0
2020-09-07,21,"Canaan",0,0,0,0,0,0,0,237,22464,376,0,376,0
2020-09-07,22,"Canterbury",20,19,1,392,0,0,0,894,17529,1252,20,1232,0
2020-09-07,23,"Canton",100,91,9,974,29,22,7,1634,15910,2448,104,2342,2
2020-09-07,24,"Chaplin",6,6,0,266,0,0,0,406,17996,605,6,599,0
2020-09-07,25,"Cheshire",251,243,8,860,23,20,3,6870,23544,12719,329,12379,11
2020-09-07,26,"Chester",50,49,1,1182,13,12,1,844,19957,1304,72,1220,12
2020-09-07,27,"Clinton",71,67,4,548,4,4,0,2280,17606,3472,77,3392,3
2020-09-07,28,"Colchester",52,49,3,326,1,1,0,3127,19622,5615,57,5546,12
2020-09-07,29,"Colebrook",5,5,0,356,0,0,0,236,16797,369,5,364,0
2020-09-07,30,"Columbia",29,29,0,539,1,1,0,975,18106,1458,36,1422,0
2020-09-07,31,"Cornwall",6,6,0,439,0,0,0,387,28289,516,6,510,0
2020-09-07,32,"Coventry",56,52,4,451,1,0,1,2092,16852,3072,58,3011,3
2020-09-07,33,"Cromwell",147,133,14,1057,34,22,12,2983,21453,5062,159,4898,5
2020-09-07,34,"Danbury",2640,2516,124,3116,123,105,18,19706,23257,30965,3131,27769,65
2020-09-07,35,"Darien",258,249,9,1186,5,4,1,4171,19174,5765,316,5446,3
2020-09-07,36,"Deep River",18,16,2,403,0,0,0,741,16603,1174,19,1153,2
2020-09-07,37,"Derby",185,185,0,1478,5,5,0,2343,18722,3860,225,3632,3
2020-09-07,38,"Durham",53,49,4,737,2,1,1,1426,19819,2411,59,2347,5
2020-09-07,40,"East Granby",13,13,0,253,0,0,0,729,14164,1085,15,1069,1
2020-09-07,41,"East Haddam",29,29,0,323,1,1,0,1398,15554,2066,33,2032,1
2020-09-07,42,"East Hampton",62,57,5,482,3,0,3,2170,16882,3391,80,3308,3
2020-09-07,43,"East Hartford",1072,1013,59,2144,92,63,29,10375,20751,19042,1211,17778,53
2020-09-07,44,"East Haven",457,431,26,1592,39,25,14,5832,20321,9722,595,9117,10
2020-09-07,45,"East Lyme",167,155,12,896,33,24,9,4578,24553,6613,183,6427,3
2020-09-07,47,"East Windsor",215,201,14,1890,32,21,11,2078,18268,3933,256,3655,22
2020-09-07,39,"Eastford",12,12,0,670,0,0,0,240,13408,361,14,347,0
2020-09-07,46,"Easton",37,36,1,492,1,1,0,1345,17893,1834,38,1795,1
2020-09-07,48,"Ellington",83,79,4,509,5,5,0,2207,13541,3197,99,3096,2
2020-09-07,49,"Enfield",729,715,14,1639,23,21,2,6721,15115,11007,809,10161,37
2020-09-07,50,"Essex",55,55,0,824,9,9,0,1497,22430,2413,66,2345,2
2020-09-07,51,"Fairfield",754,699,55,1217,144,100,44,11833,19100,18180,852,17304,24
2020-09-07,52,"Farmington",247,239,8,968,32,28,4,4699,18423,7435,297,7121,17
2020-09-07,53,"Franklin",16,16,0,828,0,0,0,272,14071,376,17,359,0
2020-09-07,54,"Glastonbury",349,322,27,1012,82,64,18,6384,18509,10284,438,9838,8
2020-09-07,55,"Goshen",14,13,1,486,0,0,0,576,20007,875,16,859,0
2020-09-07,56,"Granby",36,34,2,316,0,0,0,1630,14330,2370,45,2321,4
2020-09-07,57,"Greenwich",977,930,47,1558,52,42,10,12933,20618,19041,1229,17779,33
