"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
2020-06-19,169,"Woodstock",16,16,0,204,0,0,0,353,4490,391,17,374,0
2020-06-20,1,"Andover",9,9,0,279,0,0,0,159,4921,182,9,173,0
2020-06-20,2,"Ansonia",281,274,7,1501,6,5,1,1566,8365,1973,335,1632,6
2020-06-20,3,"Ashford",18,18,0,422,0,0,0,225,5280,259,23,236,0
2020-06-20,4,"Avon",140,132,8,765,27,20,7,1055,5764,1272,150,1120,2
2020-06-20,5,"Barkhamsted",25,24,1,690,0,0,0,183,5050,225,29,195,1
2020-06-20,6,"Beacon Falls",49,49,0,793,0,0,0,392,6341,502,62,437,3
2020-06-20,7,"Berlin",162,155,7,793,16,13,3,1329,6505,1734,193,1536,5
2020-06-20,8,"Bethany",38,38,0,694,1,1,0,455,8304,598,63,532,3
2020-06-20,9,"Bethel",256,246,10,1299,30,22,8,1724,8745,2292,279,2011,2
2020-06-20,10,"Bethlehem",12,11,1,351,1,0,1,200,5845,274,26,248,0
2020-06-20,11,"Bloomfield",503,471,32,2361,84,64,20,2477,11629,3412,604,2764,44
2020-06-20,12,"Bolton",21,20,1,429,3,3,0,240,4908,277,29,248,0
2020-06-20,13,"Bozrah",7,7,0,276,0,0,0,168,6622,217,8,209,0
2020-06-20,14,"Branford",336,331,5,1200,40,38,2,2903,10366,3910,479,3422,9
2020-06-20,15,"Bridgeport",3625,3498,127,2502,151,113,38,15594,10762,20312,4215,15980,117
2020-06-20,16,"Bridgewater",8,8,0,488,0,0,0,110,6703,128,9,119,0
2020-06-20,17,"Bristol",590,573,17,983,72,64,8,3952,6583,4726,663,4044,19
2020-06-20,18,"Brookfield",161,157,4,947,8,5,3,1431,8417,1724,178,1546,0
2020-06-20,19,"Brooklyn",117,116,1,1413,0,0,0,506,6111,577,116,461,0
2020-06-20,20,"Burlington",25,25,0,259,1,1,0,441,4563,540,45,495,0
2020-06-20,21,"Canaan",0,0,0,0,0,0,0,50,4739,72,0,72,0
2020-06-20,22,"Canterbury",15,14,1,294,0,0,0,303,5941,375,15,360,0
2020-06-20,23,"Canton",93,84,9,906,29,22,7,530,5161,660,98,561,1
2020-06-20,24,"Chaplin",3,3,0,133,0,0,0,139,6161,176,3,173,0
2020-06-20,25,"Cheshire",206,199,7,706,24,21,3,2830,9699,3576,266,3302,8
2020-06-20,26,"Chester",46,45,1,1088,13,12,1,263,6219,380,60,310,10
2020-06-20,27,"Clinton",57,54,3,440,2,2,0,879,6788,1070,60,1009,1
2020-06-20,28,"Colchester",39,37,2,245,1,1,0,1158,7267,1433,44,1388,1
2020-06-20,29,"Colebrook",3,3,0,214,0,0,0,57,4057,85,6,79,0
2020-06-20,30,"Columbia",23,23,0,427,1,1,0,321,5961,384,28,356,0
2020-06-20,31,"Cornwall",5,5,0,365,0,0,0,93,6798,122,8,114,0
2020-06-20,32,"Coventry",43,39,4,346,1,0,1,629,5067,737,41,694,2
2020-06-20,33,"Cromwell",133,122,11,956,32,21,11,1341,9644,1578,144,1433,1
2020-06-20,34,"Danbury",1893,1819,74,2234,122,104,18,8529,10066,10802,2148,8621,33
2020-06-20,35,"Darien",206,203,3,947,5,4,1,1720,7907,2078,242,1834,2
2020-06-20,36,"Deep River",14,12,2,314,0,0,0,269,6027,323,14,308,1
2020-06-20,37,"Derby",166,166,0,1326,4,4,0,1098,8773,1375,205,1169,1
2020-06-20,38,"Durham",37,35,2,514,2,1,1,531,7380,644,45,598,1
2020-06-20,40,"East Granby",9,9,0,175,0,0,0,216,4197,245,9,235,1
2020-06-20,41,"East Haddam",17,17,0,189,1,1,0,443,4929,506,19,487,0
2020-06-20,42,"East Hampton",48,44,4,373,3,0,3,732,5695,877,58,816,3
2020-06-20,43,"East Hartford",867,805,62,1734,87,59,28,3901,7802,4788,927,3832,29
2020-06-20,44,"East Haven",414,392,22,1443,37,23,14,3022,10530,4077,534,3535,8
2020-06-20,45,"East Lyme",146,136,10,783,31,24,7,2000,10727,2351,152,2196,3
2020-06-20,47,"East Windsor",157,143,14,1380,32,21,11,924,8123,1267,182,1067,18
2020-06-20,39,"Eastford",8,8,0,447,0,0,0,72,4022,83,11,72,0
2020-06-20,46,"Easton",32,31,1,426,1,1,0,438,5827,546,34,511,1
2020-06-20,48,"Ellington",67,62,5,411,5,5,0,711,4362,837,76,761,0
2020-06-20,49,"Enfield",595,584,11,1338,22,20,2,3316,7457,3875,647,3199,29
2020-06-20,50,"Essex",39,39,0,584,4,4,0,464,6952,606,45,559,2
2020-06-20,51,"Fairfield",640,592,48,1033,137,95,42,3945,6368,5160,722,4421,17
2020-06-20,52,"Farmington",210,203,7,823,32,28,4,1465,5744,1842,239,1592,11
2020-06-20,53,"Franklin",5,5,0,259,0,0,0,92,4759,115,7,108,0
2020-06-20,54,"Glastonbury",298,277,21,864,74,59,15,2084,6042,2717,367,2345,5
2020-06-20,55,"Goshen",8,8,0,278,0,0,0,176,6113,250,11,239,0
2020-06-20,56,"Granby",21,21,0,185,0,0,0,488,4290,585,28,555,2
2020-06-20,57,"Greenwich",813,778,35,1296,48,41,7,4434,7069,5581,997,4555,29
2020-06-20,58,"Griswold",33,30,3,285,2,0,2,861,7428,1063,33,1030,0
2020-06-20,59,"Groton",120,108,12,310,25,17,8,2796,7226,3407,150,3255,2
2020-06-20,60,"Guilford",100,96,4,450,11,9,2,1746,7859,2105,126,1978,1
2020-06-20,61,"Haddam",29,28,1,353,0,0,0,477,5802,560,35,524,1
2020-06-20,62,"Hamden",1013,974,39,1662,137,115,22,6178,10138,8398,1395,6970,33
2020-06-20,63,"Hampton",2,2,0,108,0,0,0,122,6584,131,2,129,0
2020-06-20,64,"Hartford",2521,2377,144,2056,155,128,27,11408,9306,14345,2724,11533,88
2020-06-20,65,"Hartland",7,7,0,330,0,0,0,69,3255,93,8,84,1
2020-06-20,66,"Harwinton",29,27,2,534,2,1,1,356,6556,506,41,460,5
2020-06-20,67,"Hebron",27,25,2,285,2,1,1,483,5094,571,27,544,0
2020-06-20,68,"Kent",8,7,1,287,0,0,0,148,5314,174,9,165,0
2020-06-20,69,"Killingly",34,32,2,197,0,0,0,1013,5860,1252,36,1214,2
2020-06-20,70,"Killingworth",13,13,0,204,3,3,0,414,6499,503,21,482,0
2020-06-20,71,"Lebanon",25,25,0,347,2,2,0,446,6188,537,30,507,0
2020-06-20,72,"Ledyard",22,22,0,149,2,2,0,1304,8849,1520,26,1494,0
2020-06-20,73,"Lisbon",9,9,0,212,0,0,0,223,5250,267,11,256,0
2020-06-20,74,"Litchfield",39,38,1,480,2,2,0,559,6878,784,49,733,2
2020-06-20,75,"Lyme",2,2,0,86,0,0,0,106,4534,136,2,134,0
2020-06-20,76,"Madison",143,136,7,790,23,18,5,1452,8019,1807,188,1616,3
2020-06-20,77,"Manchester",718,664,54,1244,102,79,23,3977,6893,5105,804,4262,39
2020-06-20,78,"Mansfield",34,32,2,132,3,2,1,550,2130,645,38,605,2
2020-06-20,79,"Marlborough",88,86,2,1384,12,10,2,429,6747,546,99,447,0
2020-06-20,80,"Meriden",869,833,36,1460,69,56,13,5724,9614,7718,991,6703,24
2020-06-20,81,"Middlebury",47,44,3,608,3,1,2,471,6092,682,55,626,1
2020-06-20,82,"Middlefield",18,18,0,411,0,0,0,261,5959,320,25,295,0
2020-06-20,83,"Middletown",604,576,28,1309,79,62,17,3881,8410,5075,719,4344,12
2020-06-20,84,"Milford",664,642,22,1215,85,74,11,4642,8492,6308,825,5466,17
2020-06-20,85,"Monroe",109,106,3,560,5,4,1,1153,5922,1478,123,1353,2
2020-06-20,86,"Montville",294,287,7,1571,0,0,0,2558,13667,2937,309,2617,11
2020-06-20,87,"Morris",14,13,1,619,0,0,0,111,4907,171,15,156,0
2020-06-20,88,"Naugatuck",386,377,9,1234,38,35,3,2225,7111,3211,524,2663,24
2020-06-20,89,"New Britain",1049,979,70,1448,93,71,22,5576,7696,7366,1223,6117,26
2020-06-20,90,"New Canaan",172,169,3,851,35,32,3,1361,6733,1667,232,1432,3
2020-06-20,91,"New Fairfield",111,111,0,800,3,3,0,973,7012,1197,126,1070,1
2020-06-20,92,"New Hartford",25,25,0,374,2,2,0,334,4996,438,34,403,1
2020-06-20,93,"New Haven",2651,2596,55,2033,109,99,10,16394,12570,22028,3380,18585,63
2020-06-20,95,"New London",148,142,6,549,5,5,0,2606,9674,3312,170,3140,2
2020-06-20,96,"New Milford",290,284,6,1075,23,21,2,2322,8608,2895,341,2545,9
2020-06-20,94,"Newington",395,373,22,1312,51,37,14,2449,8133,3277,469,2795,13
2020-06-20,97,"Newtown",238,226,12,857,41,31,10,2095,7543,2836,303,2532,1
2020-06-20,98,"Norfolk",12,11,1,732,0,0,0,97,5915,134,13,121,0
2020-06-20,99,"North Branford",84,80,4,593,5,2,3,1028,7261,1304,95,1208,1
2020-06-20,100,"North Canaan",6,5,1,184,1,0,1,180,5532,233,9,223,1
2020-06-20,101,"North Haven",268,264,4,1131,24,23,1,2126,8974,2927,377,2546,4
2020-06-20,102,"North Stonington",13,12,1,248,1,1,0,314,5989,364,12,352,0
2020-06-20,103,"Norwalk",2059,2004,55,2312,137,118,19,8305,9327,10884,2479,8387,18
2020-06-20,104,"Norwich",102,95,7,261,3,2,1,2898,7405,3575,117,3454,4
2020-06-20,105,"Old Lyme",21,21,0,285,2,2,0,576,7820,731,29,701,1
2020-06-20,106,"Old Saybrook",107,104,3,1061,21,19,2,778,7713,1028,115,909,4
2020-06-20,107,"Orange",122,121,1,875,9,9,0,1126,8072,1489,169,1318,2
2020-06-20,108,"Oxford",80,77,3,605,6,6,0,970,7334,1161,105,1056,0
2020-06-20,109,"Plainfield",36,35,1,237,1,1,0,1029,6782,1263,38,1223,2
2020-06-20,110,"Plainville",171,168,3,970,22,21,1,1196,6787,1595,202,1389,4
2020-06-20,111,"Plymouth",73,68,5,627,1,1,0,686,5891,860,74,784,2
2020-06-20,112,"Pomfret",13,13,0,309,0,0,0,218,5186,245,13,232,0
2020-06-20,113,"Portland",70,66,4,752,14,11,3,614,6599,744,80,662,2
2020-06-20,114,"Preston",15,15,0,323,0,0,0,380,8193,470,19,450,1
2020-06-20,115,"Prospect",57,57,0,582,0,0,0,525,5363,690,67,623,0
2020-06-20,116,"Putnam",30,29,1,319,1,1,0,523,5567,608,32,575,1
2020-06-20,117,"Redding",69,66,3,756,8,7,1,573,6279,729,91,638,0
2020-06-20,118,"Ridgefield",215,203,12,860,42,34,8,2022,8085,2453,240,2210,3
2020-06-20,119,"Rocky Hill",411,392,19,2040,91,78,13,1721,8543,2464,493,1949,22
2020-06-20,120,"Roxbury",8,5,3,370,1,0,1,153,7083,191,6,185,0
2020-06-20,121,"Salem",6,6,0,146,0,0,0,349,8465,416,7,409,0
2020-06-20,122,"Salisbury",12,12,0,334,0,0,0,159,4419,197,17,180,0
2020-06-20,123,"Scotland",0,0,0,0,0,0,0,31,1840,40,0,40,0
2020-06-20,124,"Seymour",229,219,10,1387,48,40,8,1355,8208,1746,275,1466,5
2020-06-20,125,"Sharon",19,19,0,703,0,0,0,185,6844,303,59,244,0
2020-06-20,126,"Shelton",629,588,41,1531,132,103,29,3344,8137,4520,769,3735,16
2020-06-20,127,"Sherman",14,12,2,387,2,0,2,214,5921,255,16,238,1
2020-06-20,128,"Simsbury",111,99,12,444,11,9,2,1315,5264,1710,149,1555,6
2020-06-20,129,"Somers",288,262,26,2658,5,4,1,1120,10338,1224,275,924,25
2020-06-20,132,"South Windsor",166,148,18,637,30,17,13,1332,5112,1676,186,1484,6
2020-06-20,130,"Southbury",192,187,5,977,35,30,5,2152,10948,2997,275,2718,4
2020-06-20,131,"Southington",335,322,13,765,31,25,6,2824,6446,3875,400,3467,8
2020-06-20,133,"Sprague",4,4,0,138,0,0,0,253,8757,311,4,307,0
2020-06-20,134,"Stafford",117,109,8,985,21,16,5,464,3904,552,126,421,5
2020-06-20,135,"Stamford",3257,3187,70,2510,197,174,23,12250,9439,16210,3987,12161,62
2020-06-20,136,"Sterling",2,2,0,53,0,0,0,154,4074,183,2,181,0
2020-06-20,137,"Stonington",32,27,5,173,1,0,1,1226,6645,1450,38,1410,2
2020-06-20,138,"Stratford",858,825,33,1651,76,56,20,4680,9006,6279,999,5259,21
2020-06-20,139,"Suffield",135,120,15,858,21,13,8,713,4529,872,138,729,5
2020-06-20,140,"Thomaston",56,54,2,741,0,0,0,454,6005,651,69,579,3
2020-06-20,141,"Thompson",39,38,1,415,2,1,1,376,4002,432,44,388,0
2020-06-20,142,"Tolland",49,40,9,334,3,1,2,728,4968,838,46,792,0
2020-06-20,143,"Torrington",542,514,28,1583,92,79,13,2908,8496,4417,717,3666,34
2020-06-20,144,"Trumbull",544,497,47,1519,115,78,37,2762,7715,3678,638,3015,25
2020-06-20,145,"Union",5,4,1,595,0,0,0,23,2738,24,4,20,0
2020-06-20,146,"Vernon",198,186,12,676,20,17,3,1664,5679,2207,219,1979,9
2020-06-20,147,"Voluntown",9,9,0,355,1,1,0,182,7179,214,10,204,0
2020-06-20,148,"Wallingford",482,471,11,1082,69,61,8,3950,8869,5490,667,4786,37
2020-06-20,149,"Warren",5,5,0,357,0,0,0,33,2359,41,6,35,0
2020-06-20,150,"Washington",22,21,1,641,2,2,0,305,8882,356,23,333,0
2020-06-20,151,"Waterbury",1994,1905,89,1845,166,140,26,8329,7705,11546,2540,8930,76
2020-06-20,152,"Waterford",165,156,9,874,25,19,6,1840,9742,2199,181,2016,2
2020-06-20,153,"Watertown",148,141,7,684,5,4,1,1421,6566,2007,202,1802,3
2020-06-20,155,"West Hartford",681,630,51,1082,123,85,38,3966,6301,4916,752,4148,16
2020-06-20,156,"West Haven",1058,1028,30,1928,71,64,7,5398,9836,7397,1348,6024,25
2020-06-20,154,"Westbrook",27,27,0,391,0,0,0,440,6364,531,31,500,0
2020-06-20,157,"Weston",66,63,3,644,2,2,0,676,6597,824,69,755,0
2020-06-20,158,"Westport",301,286,15,1071,23,16,7,2331,8291,2881,354,2520,7
2020-06-20,159,"Wethersfield",252,247,5,966,10,9,1,1716,6579,2225,324,1894,7
2020-06-20,160,"Willington",14,14,0,238,0,0,0,212,3601,247,14,233,0
2020-06-20,161,"Wilton",207,180,27,1125,41,20,21,1236,6718,1573,233,1340,0
2020-06-20,162,"Winchester",51,50,1,479,1,1,0,707,6635,1036,67,968,1
2020-06-20,163,"Windham",246,246,0,996,10,10,0,2068,8370,2632,275,2349,8
2020-06-20,164,"Windsor",578,533,45,2010,103,69,34,2368,8234,3070,659,2396,15
2020-06-20,165,"Windsor Locks",117,111,6,909,19,17,2,878,6819,1061,151,905,5
2020-06-20,166,"Wolcott",109,103,6,655,9,6,3,921,5532,1225,140,1080,5
2020-06-20,167,"Woodbridge",147,139,8,1670,32,29,3,975,11073,1408,242,1161,5
2020-06-20,168,"Woodbury",47,46,1,493,2,2,0,635,6658,808,48,760,0
2020-06-20,169,"Woodstock",16,16,0,204,0,0,0,353,4490,391,17,374,0
2020-06-21,1,"Andover",9,9,0,279,0,0,0,160,4952,183,9,174,0
2020-06-21,2,"Ansonia",282,274,8,1506,6,5,1,1572,8397,1985,336,1643,6
2020-06-21,3,"Ashford",18,18,0,422,0,0,0,225,5280,259,23,236,0
2020-06-21,4,"Avon",140,132,8,765,27,20,7,1057,5775,1274,150,1122,2
2020-06-21,5,"Barkhamsted",25,24,1,690,0,0,0,183,5050,225,29,195,1
2020-06-21,6,"Beacon Falls",50,50,0,809,0,0,0,394,6373,506,63,440,3
2020-06-21,7,"Berlin",162,155,7,793,16,13,3,1333,6524,1738,193,1540,5
2020-06-21,8,"Bethany",38,38,0,694,1,1,0,465,8487,611,64,544,3
2020-06-21,9,"Bethel",256,246,10,1299,30,22,8,1725,8750,2295,279,2014,2
2020-06-21,10,"Bethlehem",12,11,1,351,1,0,1,200,5845,274,26,248,0
2020-06-21,11,"Bloomfield",503,471,32,2361,84,64,20,2486,11671,3437,607,2786,44
2020-06-21,12,"Bolton",21,20,1,429,3,3,0,240,4908,277,29,248,0
2020-06-21,13,"Bozrah",7,7,0,276,0,0,0,168,6622,217,8,209,0
2020-06-21,14,"Branford",338,331,7,1207,40,38,2,2939,10495,3973,479,3485,9
2020-06-21,15,"Bridgeport",3629,3502,127,2504,151,113,38,15683,10823,20437,4222,16098,117
2020-06-21,16,"Bridgewater",8,8,0,488,0,0,0,110,6703,128,9,119,0
2020-06-21,17,"Bristol",590,573,17,983,72,64,8,3964,6603,4739,663,4057,19
2020-06-21,18,"Brookfield",161,157,4,947,8,5,3,1431,8417,1725,178,1547,0
2020-06-21,19,"Brooklyn",121,120,1,1461,0,0,0,510,6159,582,121,461,0
2020-06-21,20,"Burlington",25,25,0,259,1,1,0,443,4584,544,45,499,0
2020-06-21,21,"Canaan",0,0,0,0,0,0,0,50,4739,72,0,72,0
2020-06-21,22,"Canterbury",15,14,1,294,0,0,0,304,5961,376,15,361,0
2020-06-21,23,"Canton",93,84,9,906,29,22,7,530,5161,662,98,563,1
2020-06-21,24,"Chaplin",3,3,0,133,0,0,0,139,6161,176,3,173,0
2020-06-21,25,"Cheshire",206,199,7,706,24,21,3,2852,9774,3607,266,3333,8
2020-06-21,26,"Chester",46,45,1,1088,13,12,1,263,6219,380,61,310,9
2020-06-21,27,"Clinton",57,54,3,440,2,2,0,889,6865,1085,60,1024,1
2020-06-21,28,"Colchester",39,37,2,245,1,1,0,1160,7279,1438,44,1393,1
2020-06-21,29,"Colebrook",3,3,0,214,0,0,0,57,4057,85,6,79,0
2020-06-21,30,"Columbia",23,23,0,427,1,1,0,321,5961,385,28,357,0
2020-06-21,31,"Cornwall",5,5,0,365,0,0,0,93,6798,122,8,114,0
2020-06-21,32,"Coventry",43,39,4,346,1,0,1,632,5091,740,41,697,2
2020-06-21,33,"Cromwell",133,122,11,956,32,21,11,1341,9644,1581,144,1436,1
2020-06-21,34,"Danbury",1893,1819,74,2234,122,104,18,8535,10073,10813,2150,8629,34
2020-06-21,35,"Darien",206,203,3,947,5,4,1,1729,7948,2090,242,1846,2
2020-06-21,36,"Deep River",14,12,2,314,0,0,0,271,6072,326,14,311,1
2020-06-21,37,"Derby",166,166,0,1326,4,4,0,1105,8829,1386,205,1180,1
2020-06-21,38,"Durham",37,35,2,514,2,1,1,533,7408,648,45,602,1
2020-06-21,40,"East Granby",9,9,0,175,0,0,0,216,4197,245,9,235,1
2020-06-21,41,"East Haddam",17,17,0,189,1,1,0,446,4962,509,19,490,0
2020-06-21,42,"East Hampton",48,44,4,373,3,0,3,732,5695,878,58,817,3
2020-06-21,43,"East Hartford",868,806,62,1736,87,59,28,3913,7826,4804,928,3847,29
2020-06-21,44,"East Haven",414,392,22,1443,37,23,14,3061,10666,4137,534,3595,8
2020-06-21,45,"East Lyme",146,136,10,783,31,24,7,2013,10796,2369,152,2214,3
2020-06-21,47,"East Windsor",157,143,14,1380,32,21,11,924,8123,1268,182,1068,18
2020-06-21,39,"Eastford",8,8,0,447,0,0,0,72,4022,83,11,72,0
2020-06-21,46,"Easton",32,31,1,426,1,1,0,441,5867,549,34,514,1
2020-06-21,48,"Ellington",67,62,5,411,5,5,0,713,4375,839,76,763,0
2020-06-21,49,"Enfield",595,584,11,1338,22,20,2,3316,7457,3877,647,3201,29
2020-06-21,50,"Essex",39,39,0,584,4,4,0,468,7012,611,45,564,2
2020-06-21,51,"Fairfield",641,593,48,1035,137,95,42,3977,6419,5203,724,4463,16
2020-06-21,52,"Farmington",209,202,7,819,31,27,4,1466,5748,1844,238,1595,11
2020-06-21,53,"Franklin",5,5,0,259,0,0,0,92,4759,115,7,108,0
2020-06-21,54,"Glastonbury",298,277,21,864,74,59,15,2085,6045,2721,367,2349,5
2020-06-21,55,"Goshen",8,8,0,278,0,0,0,176,6113,250,11,239,0
2020-06-21,56,"Granby",21,21,0,185,0,0,0,488,4290,586,28,556,2
2020-06-21,57,"Greenwich",813,778,35,1296,48,41,7,4476,7136,5634,997,4608,29
2020-06-21,58,"Griswold",33,30,3,285,2,0,2,862,7437,1065,33,1032,0
2020-06-21,59,"Groton",121,109,12,313,25,17,8,2813,7270,3434,150,3282,2
2020-06-21,60,"Guilford",100,96,4,450,11,9,2,1775,7990,2162,126,2035,1
2020-06-21,61,"Haddam",29,28,1,353,0,0,0,478,5814,563,35,527,1
2020-06-21,62,"Hamden",1014,975,39,1664,137,115,22,6228,10220,8491,1398,7060,33
2020-06-21,63,"Hampton",2,2,0,108,0,0,0,122,6584,131,2,129,0
2020-06-21,64,"Hartford",2521,2377,144,2056,155,128,27,11423,9318,14374,2725,11561,88
2020-06-21,65,"Hartland",7,7,0,330,0,0,0,69,3255,93,8,84,1
2020-06-21,66,"Harwinton",29,27,2,534,2,1,1,356,6556,506,41,460,5
2020-06-21,67,"Hebron",27,25,2,285,2,1,1,484,5104,573,27,546,0
2020-06-21,68,"Kent",8,7,1,287,0,0,0,148,5314,175,9,166,0
2020-06-21,69,"Killingly",34,32,2,197,0,0,0,1014,5866,1253,36,1215,2
2020-06-21,70,"Killingworth",13,13,0,204,3,3,0,418,6562,511,21,490,0
2020-06-21,71,"Lebanon",25,25,0,347,2,2,0,446,6188,537,30,507,0
2020-06-21,72,"Ledyard",22,22,0,149,2,2,0,1312,8903,1535,26,1509,0
2020-06-21,73,"Lisbon",9,9,0,212,0,0,0,224,5273,268,11,257,0
2020-06-21,74,"Litchfield",39,38,1,480,2,2,0,559,6878,784,49,733,2
2020-06-21,75,"Lyme",2,2,0,86,0,0,0,108,4619,138,2,136,0
2020-06-21,76,"Madison",143,136,7,790,23,18,5,1478,8163,1844,188,1653,3
2020-06-21,77,"Manchester",719,665,54,1246,102,79,23,3990,6915,5122,805,4278,39
2020-06-21,78,"Mansfield",34,32,2,132,3,2,1,551,2134,646,38,606,2
2020-06-21,79,"Marlborough",89,86,3,1400,13,10,3,431,6779,548,99,449,0
2020-06-21,80,"Meriden",869,833,36,1460,69,56,13,5739,9639,7744,991,6729,24
2020-06-21,81,"Middlebury",47,44,3,608,3,1,2,472,6105,684,56,627,1
2020-06-21,82,"Middlefield",18,18,0,411,0,0,0,261,5959,321,25,296,0
2020-06-21,83,"Middletown",604,576,28,1309,79,62,17,3884,8417,5084,719,4353,12
2020-06-21,84,"Milford",664,642,22,1215,85,74,11,4693,8586,6380,825,5538,17
2020-06-21,85,"Monroe",109,106,3,560,5,4,1,1164,5978,1490,123,1365,2
2020-06-21,86,"Montville",291,284,7,1555,0,0,0,2565,13705,2946,305,2630,11
2020-06-21,87,"Morris",14,13,1,619,0,0,0,111,4907,171,15,156,0
2020-06-21,88,"Naugatuck",385,376,9,1231,38,35,3,2234,7140,3224,523,2677,24
2020-06-21,89,"New Britain",1050,979,71,1449,93,71,22,5581,7703,7375,1224,6125,26
2020-06-21,90,"New Canaan",172,169,3,851,35,32,3,1371,6783,1679,232,1444,3
2020-06-21,91,"New Fairfield",111,111,0,800,3,3,0,973,7012,1199,126,1072,1
2020-06-21,92,"New Hartford",25,25,0,374,2,2,0,335,5011,439,34,404,1
2020-06-21,93,"New Haven",2654,2599,55,2035,109,99,10,16550,12690,22294,3384,18847,63
2020-06-21,95,"New London",148,142,6,549,5,5,0,2625,9744,3339,170,3167,2
2020-06-21,96,"New Milford",290,284,6,1075,23,21,2,2325,8619,2902,341,2552,9
2020-06-21,94,"Newington",395,373,22,1312,51,37,14,2455,8153,3287,469,2805,13
2020-06-21,97,"Newtown",238,226,12,857,41,31,10,2098,7554,2840,303,2536,1
2020-06-21,98,"Norfolk",12,11,1,732,0,0,0,97,5915,134,13,121,0
2020-06-21,99,"North Branford",84,80,4,593,5,2,3,1041,7353,1322,95,1226,1
2020-06-21,100,"North Canaan",6,5,1,184,1,0,1,180,5532,233,9,223,1
2020-06-21,101,"North Haven",267,263,4,1127,24,23,1,2142,9041,2950,376,2570,4
2020-06-21,102,"North Stonington",13,12,1,248,1,1,0,317,6046,368,12,356,0
2020-06-21,103,"Norwalk",2060,2005,55,2313,137,118,19,8322,9346,10914,2483,8413,18
2020-06-21,104,"Norwich",102,95,7,261,3,2,1,2904,7420,3584,117,3463,4
2020-06-21,105,"Old Lyme",21,21,0,285,2,2,0,578,7847,734,29,704,1
2020-06-21,106,"Old Saybrook",107,104,3,1061,21,19,2,784,7772,1041,115,922,4
2020-06-21,107,"Orange",121,120,1,867,9,9,0,1139,8165,1509,167,1340,2
2020-06-21,108,"Oxford",80,77,3,605,6,6,0,974,7364,1166,105,1061,0
2020-06-21,109,"Plainfield",36,35,1,237,1,1,0,1029,6782,1262,38,1222,2
2020-06-21,110,"Plainville",171,168,3,970,22,21,1,1196,6787,1600,202,1394,4
2020-06-21,111,"Plymouth",73,68,5,627,1,1,0,687,5900,862,74,786,2
2020-06-21,112,"Pomfret",13,13,0,309,0,0,0,218,5186,245,13,232,0
2020-06-21,113,"Portland",70,66,4,752,14,11,3,614,6599,744,80,662,2
2020-06-21,114,"Preston",15,15,0,323,0,0,0,381,8215,471,19,451,1
2020-06-21,115,"Prospect",57,57,0,582,0,0,0,527,5383,693,67,626,0
2020-06-21,116,"Putnam",30,29,1,319,1,1,0,523,5567,608,32,575,1
2020-06-21,117,"Redding",69,66,3,756,8,7,1,575,6301,731,91,640,0
2020-06-21,118,"Ridgefield",215,203,12,860,42,34,8,2023,8089,2456,240,2213,3
2020-06-21,119,"Rocky Hill",413,394,19,2050,91,78,13,1725,8563,2485,495,1968,22
2020-06-21,120,"Roxbury",8,5,3,370,1,0,1,154,7130,193,6,187,0
2020-06-21,121,"Salem",6,6,0,146,0,0,0,349,8465,419,7,412,0
2020-06-21,122,"Salisbury",12,12,0,334,0,0,0,159,4419,197,17,180,0
2020-06-21,123,"Scotland",0,0,0,0,0,0,0,31,1840,40,0,40,0
2020-06-21,124,"Seymour",230,219,11,1393,48,40,8,1366,8274,1762,276,1481,5
2020-06-21,125,"Sharon",19,19,0,703,0,0,0,185,6844,303,59,244,0
2020-06-21,126,"Shelton",629,588,41,1531,132,103,29,3367,8193,4554,770,3768,16
2020-06-21,127,"Sherman",14,12,2,387,2,0,2,214,5921,255,16,238,1
2020-06-21,128,"Simsbury",112,100,12,448,11,9,2,1315,5264,1747,151,1590,6
2020-06-21,129,"Somers",288,262,26,2658,5,4,1,1121,10347,1225,275,925,25
2020-06-21,132,"South Windsor",166,148,18,637,30,17,13,1335,5124,1679,186,1487,6
2020-06-21,130,"Southbury",192,187,5,977,35,30,5,2162,10999,3012,275,2733,4
2020-06-21,131,"Southington",336,322,14,767,31,25,6,2827,6453,3882,400,3474,8
2020-06-21,133,"Sprague",4,4,0,138,0,0,0,254,8792,312,4,308,0
2020-06-21,134,"Stafford",117,109,8,985,21,16,5,464,3904,552,126,421,5
2020-06-21,135,"Stamford",3257,3187,70,2510,198,175,23,12336,9506,16332,3985,12285,62
2020-06-21,136,"Sterling",2,2,0,53,0,0,0,154,4074,183,2,181,0
2020-06-21,137,"Stonington",31,26,5,168,1,0,1,1237,6705,1461,37,1422,2
2020-06-21,138,"Stratford",859,825,34,1653,76,56,20,4717,9077,6331,998,5311,22
2020-06-21,139,"Suffield",135,120,15,858,21,13,8,713,4529,872,138,729,5
2020-06-21,140,"Thomaston",56,54,2,741,0,0,0,456,6032,653,69,581,3
2020-06-21,141,"Thompson",39,38,1,415,2,1,1,376,4002,432,44,388,0
2020-06-21,142,"Tolland",49,40,9,334,3,1,2,728,4968,838,46,792,0
2020-06-21,143,"Torrington",542,514,28,1583,92,79,13,2909,8499,4418,717,3667,34
2020-06-21,144,"Trumbull",545,498,47,1522,115,78,37,2784,7776,3707,637,3043,27
