"dateupdated","cnty_cod","county","totalcases","confirmedcases","probablecases","totalcaserate","hospitalization","totaldeaths","confirmeddeaths","probabledeaths"
2020-04-24 00:00:00,2,"Hartford",4570,NA,NA,NA,462,511,NA,NA
2020-04-24 00:00:00,3,"Litchfield",808,NA,NA,NA,22,69,NA,NA
2020-04-24 00:00:00,4,"Middlesex",561,NA,NA,NA,39,63,NA,NA
2020-04-24 00:00:00,5,"New Haven",6286,NA,NA,NA,617,396,NA,NA
2020-04-24 00:00:00,6,"New London",448,NA,NA,NA,33,23,NA,NA
2020-04-24 00:00:00,7,"Tolland",375,NA,NA,NA,4,34,NA,NA
2020-04-24 00:00:00,8,"Windham",139,NA,NA,NA,6,3,NA,NA
2020-04-25 00:00:00,1,"Fairfield",10373,NA,NA,NA,649,689,NA,NA
2020-04-25 00:00:00,2,"Hartford",4761,NA,NA,NA,443,553,NA,NA
2020-04-25 00:00:00,3,"Litchfield",834,NA,NA,NA,22,73,NA,NA
2020-04-25 00:00:00,4,"Middlesex",576,NA,NA,NA,41,62,NA,NA
2020-04-25 00:00:00,5,"New Haven",6509,NA,NA,NA,610,416,NA,NA
2020-04-25 00:00:00,6,"New London",473,NA,NA,NA,33,28,NA,NA
2020-04-25 00:00:00,7,"Tolland",384,NA,NA,NA,6,35,NA,NA
2020-04-25 00:00:00,8,"Windham",151,NA,NA,NA,6,3,NA,NA
2020-04-26 00:00:00,1,"Fairfield",10529,NA,NA,1116,635,707,NA,NA
2020-04-26 00:00:00,2,"Hartford",4989,NA,NA,559,426,579,NA,NA
2020-04-26 00:00:00,3,"Litchfield",864,NA,NA,477,22,74,NA,NA
2020-04-26 00:00:00,4,"Middlesex",588,NA,NA,361,37,66,NA,NA
2020-04-26 00:00:00,5,"New Haven",6715,NA,NA,783,605,429,NA,NA
2020-04-26 00:00:00,6,"New London",498,NA,NA,187,31,31,NA,NA
2020-04-26 00:00:00,7,"Tolland",407,NA,NA,270,5,35,NA,NA
2020-04-26 00:00:00,8,"Windham",157,NA,NA,134,5,3,NA,NA
2020-04-27 00:00:00,1,"Fairfield",10763,NA,NA,1140,627,727,NA,NA
2020-04-27 00:00:00,2,"Hartford",5157,NA,NA,578,429,612,NA,NA
2020-04-27 00:00:00,3,"Litchfield",892,NA,NA,493,21,75,NA,NA
2020-04-27 00:00:00,4,"Middlesex",609,NA,NA,374,37,69,NA,NA
2020-04-27 00:00:00,5,"New Haven",6993,NA,NA,815,602,456,NA,NA
2020-04-27 00:00:00,6,"New London",516,NA,NA,193,31,34,NA,NA
2020-04-27 00:00:00,7,"Tolland",419,NA,NA,278,5,35,NA,NA
2020-04-27 00:00:00,8,"Windham",164,NA,NA,140,6,3,NA,NA
2020-04-28 00:00:00,1,"Fairfield",10874,NA,NA,1152,620,747,NA,NA
2020-04-28 00:00:00,2,"Hartford",5224,NA,NA,585,418,643,NA,NA
2020-04-28 00:00:00,3,"Litchfield",900,NA,NA,497,20,76,NA,NA
2020-04-28 00:00:00,4,"Middlesex",618,NA,NA,380,31,70,NA,NA
2020-04-28 00:00:00,5,"New Haven",7089,NA,NA,827,598,478,NA,NA
2020-04-28 00:00:00,6,"New London",530,NA,NA,199,34,34,NA,NA
2020-04-28 00:00:00,7,"Tolland",422,NA,NA,280,6,35,NA,NA
2020-04-28 00:00:00,8,"Windham",164,NA,NA,140,5,3,NA,NA
2020-04-29 00:00:00,1,"Fairfield",10985,NA,NA,1164,591,774,NA,NA
2020-04-29 00:00:00,2,"Hartford",5388,NA,NA,604,403,670,NA,NA
2020-04-29 00:00:00,3,"Litchfield",919,NA,NA,507,21,79,NA,NA
2020-04-29 00:00:00,4,"Middlesex",631,NA,NA,388,37,76,NA,NA
2020-04-29 00:00:00,5,"New Haven",7205,NA,NA,840,591,493,NA,NA
2020-04-29 00:00:00,6,"New London",540,NA,NA,202,39,35,NA,NA
2020-04-29 00:00:00,7,"Tolland",427,NA,NA,283,5,36,NA,NA
2020-04-29 00:00:00,8,"Windham",165,NA,NA,141,4,2,NA,NA
2020-04-30 00:00:00,1,"Fairfield",11294,NA,NA,1197,565,810,NA,NA
2020-04-30 00:00:00,2,"Hartford",5601,NA,NA,627,416,698,NA,NA
2020-04-30 00:00:00,3,"Litchfield",963,NA,NA,532,21,80,NA,NA
2020-04-30 00:00:00,4,"Middlesex",657,NA,NA,404,42,79,NA,NA
2020-04-30 00:00:00,5,"New Haven",7536,NA,NA,879,557,512,NA,NA
2020-04-30 00:00:00,6,"New London",564,NA,NA,211,41,36,NA,NA
2020-04-30 00:00:00,7,"Tolland",437,NA,NA,290,4,36,NA,NA
2020-04-30 00:00:00,8,"Windham",186,NA,NA,159,4,2,NA,NA
2020-05-01 00:00:00,1,"Fairfield",11612,NA,NA,1230,537,839,NA,NA
2020-05-01 00:00:00,2,"Hartford",5931,NA,NA,664,413,715,NA,NA
2020-05-01 00:00:00,3,"Litchfield",1014,NA,NA,560,22,86,NA,NA
2020-05-01 00:00:00,4,"Middlesex",687,NA,NA,422,40,82,NA,NA
2020-05-01 00:00:00,5,"New Haven",7900,NA,NA,921,533,533,NA,NA
2020-05-01 00:00:00,6,"New London",603,NA,NA,226,38,42,NA,NA
2020-05-01 00:00:00,7,"Tolland",446,NA,NA,296,6,38,NA,NA
2020-05-01 00:00:00,8,"Windham",200,NA,NA,171,3,2,NA,NA
2020-05-02 00:00:00,1,"Fairfield",11801,NA,NA,1250,525,865,NA,NA
2020-05-02 00:00:00,2,"Hartford",6112,NA,NA,685,400,741,NA,NA
2020-05-02 00:00:00,3,"Litchfield",1036,NA,NA,572,22,89,NA,NA
2020-05-02 00:00:00,4,"Middlesex",707,NA,NA,435,37,91,NA,NA
2020-05-02 00:00:00,5,"New Haven",8024,NA,NA,936,523,565,NA,NA
2020-05-02 00:00:00,6,"New London",623,NA,NA,234,33,43,NA,NA
2020-05-02 00:00:00,7,"Tolland",461,NA,NA,305,6,39,NA,NA
2020-05-02 00:00:00,8,"Windham",211,NA,NA,180,5,2,NA,NA
2020-05-03 00:00:00,1,"Fairfield",12245,NA,NA,1297,507,910,NA,NA
2020-05-03 00:00:00,2,"Hartford",6173,NA,NA,692,362,773,NA,NA
2020-05-03 00:00:00,3,"Litchfield",1047,NA,NA,578,23,94,NA,NA
2020-05-03 00:00:00,4,"Middlesex",713,NA,NA,438,41,93,NA,NA
2020-05-03 00:00:00,5,"New Haven",8110,NA,NA,946,487,595,NA,NA
2020-05-03 00:00:00,6,"New London",641,NA,NA,240,33,45,NA,NA
2020-05-03 00:00:00,7,"Tolland",464,NA,NA,307,6,40,NA,NA
2020-05-03 00:00:00,8,"Windham",217,NA,NA,185,5,3,NA,NA
2020-05-04 00:00:00,1,"Fairfield",12360,NA,NA,1310,519,935,NA,NA
2020-05-04 00:00:00,2,"Hartford",6351,NA,NA,711,369,804,NA,NA
2020-05-04 00:00:00,3,"Litchfield",1065,NA,NA,588,24,95,NA,NA
2020-05-04 00:00:00,4,"Middlesex",734,NA,NA,451,42,95,NA,NA
2020-05-04 00:00:00,5,"New Haven",8337,NA,NA,972,504,610,NA,NA
2020-05-04 00:00:00,6,"New London",681,NA,NA,255,34,45,NA,NA
2020-05-04 00:00:00,7,"Tolland",502,NA,NA,333,7,43,NA,NA
2020-05-04 00:00:00,8,"Windham",223,NA,NA,191,1,4,NA,NA
2020-05-05 00:00:00,1,"Fairfield",12455,NA,NA,1320,489,952,NA,NA
2020-05-05 00:00:00,2,"Hartford",6530,NA,NA,731,361,842,NA,NA
2020-05-05 00:00:00,3,"Litchfield",1085,NA,NA,599,21,100,NA,NA
2020-05-05 00:00:00,4,"Middlesex",742,NA,NA,456,42,98,NA,NA
2020-05-05 00:00:00,5,"New Haven",8419,NA,NA,982,487,629,NA,NA
2020-05-05 00:00:00,6,"New London",704,NA,NA,264,36,47,NA,NA
2020-05-05 00:00:00,7,"Tolland",513,NA,NA,340,6,44,NA,NA
2020-05-05 00:00:00,8,"Windham",242,NA,NA,207,3,4,NA,NA
2020-05-06 00:00:00,1,"Fairfield",12679,NA,NA,1343,469,977,NA,NA
2020-05-06 00:00:00,2,"Hartford",6750,NA,NA,756,340,867,NA,NA
2020-05-06 00:00:00,3,"Litchfield",1114,NA,NA,615,20,104,NA,NA
2020-05-06 00:00:00,4,"Middlesex",764,NA,NA,470,45,104,NA,NA
2020-05-06 00:00:00,5,"New Haven",8678,NA,NA,1012,468,643,NA,NA
2020-05-06 00:00:00,6,"New London",742,NA,NA,278,35,49,NA,NA
2020-05-06 00:00:00,7,"Tolland",522,NA,NA,346,5,46,NA,NA
2020-05-06 00:00:00,8,"Windham",250,NA,NA,214,3,5,NA,NA
2020-05-07 00:00:00,1,"Fairfield",12879,NA,NA,1365,439,1006,NA,NA
2020-05-07 00:00:00,2,"Hartford",6904,NA,NA,773,348,884,NA,NA
2020-05-07 00:00:00,3,"Litchfield",1130,NA,NA,624,17,103,NA,NA
2020-05-07 00:00:00,4,"Middlesex",775,NA,NA,476,41,108,NA,NA
2020-05-07 00:00:00,5,"New Haven",8887,NA,NA,1036,448,669,NA,NA
2020-05-07 00:00:00,6,"New London",755,NA,NA,283,36,50,NA,NA
2020-05-07 00:00:00,7,"Tolland",530,NA,NA,351,5,46,NA,NA
2020-05-07 00:00:00,8,"Windham",249,NA,NA,213,2,5,NA,NA
2020-05-08 00:00:00,1,"Fairfield",13030,NA,NA,1381,424,1017,NA,NA
2020-05-08 00:00:00,2,"Hartford",7105,NA,NA,796,339,901,NA,NA
2020-05-08 00:00:00,3,"Litchfield",1142,NA,NA,631,15,105,NA,NA
2020-05-08 00:00:00,4,"Middlesex",789,NA,NA,485,44,114,NA,NA
2020-05-08 00:00:00,5,"New Haven",9091,NA,NA,1060,437,686,NA,NA
2020-05-08 00:00:00,6,"New London",775,NA,NA,290,33,54,NA,NA
2020-05-08 00:00:00,7,"Tolland",540,NA,NA,358,5,46,NA,NA
2020-05-08 00:00:00,8,"Windham",266,NA,NA,227,4,6,NA,NA
2020-05-09 00:00:00,1,"Fairfield",13236,NA,NA,1402,403,1024,NA,NA
2020-05-09 00:00:00,2,"Hartford",7263,NA,NA,814,316,909,NA,NA
2020-05-09 00:00:00,3,"Litchfield",1153,NA,NA,637,19,107,NA,NA
2020-05-09 00:00:00,4,"Middlesex",798,NA,NA,491,47,115,NA,NA
2020-05-09 00:00:00,5,"New Haven",9209,NA,NA,1074,421,701,NA,NA
2020-05-09 00:00:00,6,"New London",782,NA,NA,293,27,54,NA,NA
2020-05-09 00:00:00,7,"Tolland",543,NA,NA,360,5,47,NA,NA
2020-05-09 00:00:00,8,"Windham",270,NA,NA,231,4,7,NA,NA
2020-05-10 00:00:00,1,"Fairfield",13312,NA,NA,1410,384,1034,NA,NA
2020-05-10 00:00:00,2,"Hartford",7358,NA,NA,824,328,921,NA,NA
2020-05-10 00:00:00,3,"Litchfield",1161,NA,NA,641,17,109,NA,NA
2020-05-10 00:00:00,4,"Middlesex",801,NA,NA,492,42,115,NA,NA
2020-05-10 00:00:00,5,"New Haven",9260,NA,NA,1080,405,716,NA,NA
2020-05-10 00:00:00,6,"New London",784,NA,NA,294,26,56,NA,NA
2020-05-10 00:00:00,7,"Tolland",545,NA,NA,361,4,47,NA,NA
2020-05-10 00:00:00,8,"Windham",271,NA,NA,232,6,7,NA,NA
2020-05-11 00:00:00,1,"Fairfield",13488,NA,NA,1429,378,1046,NA,NA
2020-05-11 00:00:00,2,"Hartford",7528,NA,NA,843,320,931,NA,NA
2020-05-11 00:00:00,3,"Litchfield",1171,NA,NA,647,21,110,NA,NA
2020-05-11 00:00:00,4,"Middlesex",823,NA,NA,506,40,116,NA,NA
2020-05-11 00:00:00,5,"New Haven",9430,NA,NA,1100,399,723,NA,NA
2020-05-11 00:00:00,6,"New London",793,NA,NA,297,23,58,NA,NA
2020-05-11 00:00:00,7,"Tolland",556,NA,NA,368,2,47,NA,NA
2020-05-11 00:00:00,8,"Windham",281,NA,NA,240,6,7,NA,NA
2020-05-12 00:00:00,1,"Fairfield",13636,NA,NA,1445,372,1068,NA,NA
2020-05-12 00:00:00,2,"Hartford",7732,NA,NA,866,296,963,NA,NA
2020-05-12 00:00:00,3,"Litchfield",1179,NA,NA,651,18,110,NA,NA
2020-05-12 00:00:00,4,"Middlesex",837,NA,NA,515,36,116,NA,NA
2020-05-12 00:00:00,5,"New Haven",9570,NA,NA,1116,404,745,NA,NA
2020-05-12 00:00:00,6,"New London",804,NA,NA,301,24,60,NA,NA
2020-05-12 00:00:00,7,"Tolland",560,NA,NA,371,3,49,NA,NA
2020-05-12 00:00:00,8,"Windham",287,NA,NA,245,5,9,NA,NA
2020-05-13 00:00:00,1,"Fairfield",13836,NA,NA,1466,362,1093,NA,NA
2020-05-13 00:00:00,2,"Hartford",7935,NA,NA,889,269,999,NA,NA
2020-05-13 00:00:00,3,"Litchfield",1203,NA,NA,664,14,115,NA,NA
2020-05-13 00:00:00,4,"Middlesex",863,NA,NA,530,31,118,NA,NA
2020-05-13 00:00:00,5,"New Haven",9712,NA,NA,1132,394,767,NA,NA
2020-05-13 00:00:00,6,"New London",821,NA,NA,308,24,62,NA,NA
2020-05-13 00:00:00,7,"Tolland",568,NA,NA,376,3,51,NA,NA
2020-05-13 00:00:00,8,"Windham",291,NA,NA,249,6,11,NA,NA
2020-05-14 00:00:00,1,"Fairfield",14009,NA,NA,1484,342,1109,NA,NA
2020-05-14 00:00:00,2,"Hartford",8126,NA,NA,910,248,1025,NA,NA
2020-05-14 00:00:00,3,"Litchfield",1218,NA,NA,673,14,115,NA,NA
2020-05-14 00:00:00,4,"Middlesex",885,NA,NA,544,32,124,NA,NA
2020-05-14 00:00:00,5,"New Haven",9881,NA,NA,1152,367,783,NA,NA
2020-05-14 00:00:00,6,"New London",844,NA,NA,316,24,63,NA,NA
2020-05-14 00:00:00,7,"Tolland",583,NA,NA,386,1,51,NA,NA
2020-05-14 00:00:00,8,"Windham",301,NA,NA,257,5,12,NA,NA
2020-05-15 00:00:00,1,"Fairfield",14140,NA,NA,1498,330,1125,NA,NA
2020-05-15 00:00:00,2,"Hartford",8299,NA,NA,930,243,1044,NA,NA
2020-05-15 00:00:00,3,"Litchfield",1234,NA,NA,681,10,116,NA,NA
2020-05-15 00:00:00,4,"Middlesex",898,NA,NA,552,29,124,NA,NA
2020-05-15 00:00:00,5,"New Haven",10075,NA,NA,1175,352,800,NA,NA
2020-05-15 00:00:00,6,"New London",860,NA,NA,322,24,65,NA,NA
2020-05-15 00:00:00,7,"Tolland",636,NA,NA,421,1,51,NA,NA
2020-05-15 00:00:00,8,"Windham",304,NA,NA,260,5,12,NA,NA
2020-05-16 00:00:00,1,"Fairfield",14248,NA,NA,1510,299,1146,NA,NA
2020-05-16 00:00:00,2,"Hartford",8723,NA,NA,977,234,1069,NA,NA
2020-05-16 00:00:00,3,"Litchfield",1269,NA,NA,701,10,116,NA,NA
2020-05-16 00:00:00,4,"Middlesex",909,NA,NA,559,32,125,NA,NA
2020-05-16 00:00:00,5,"New Haven",10159,NA,NA,1185,336,817,NA,NA
2020-05-16 00:00:00,6,"New London",873,NA,NA,327,22,66,NA,NA
2020-05-16 00:00:00,7,"Tolland",715,NA,NA,474,1,54,NA,NA
2020-05-16 00:00:00,8,"Windham",313,NA,NA,267,3,14,NA,NA
2020-05-17 00:00:00,1,"Fairfield",14439,NA,NA,1530,287,1153,NA,NA
2020-05-17 00:00:00,2,"Hartford",8957,NA,NA,1004,235,1084,NA,NA
2020-05-17 00:00:00,3,"Litchfield",1280,NA,NA,706,10,115,NA,NA
2020-05-17 00:00:00,4,"Middlesex",936,NA,NA,575,32,131,NA,NA
2020-05-17 00:00:00,5,"New Haven",10338,NA,NA,1205,331,830,NA,NA
2020-05-17 00:00:00,6,"New London",876,NA,NA,328,21,66,NA,NA
2020-05-17 00:00:00,7,"Tolland",735,NA,NA,485,1,54,NA,NA
2020-05-17 00:00:00,8,"Windham",322,NA,NA,275,3,14,NA,NA
2020-05-18 00:00:00,1,"Fairfield",14522,NA,NA,1539,287,1160,NA,NA
2020-05-18 00:00:00,2,"Hartford",9050,NA,NA,1014,226,1090,NA,NA
2020-05-18 00:00:00,3,"Litchfield",1290,NA,NA,712,11,117,NA,NA
2020-05-18 00:00:00,4,"Middlesex",947,NA,NA,582,35,131,NA,NA
2020-05-18 00:00:00,5,"New Haven",10427,NA,NA,1216,327,838,NA,NA
2020-05-18 00:00:00,6,"New London",880,NA,NA,330,24,66,NA,NA
2020-05-18 00:00:00,7,"Tolland",770,NA,NA,510,1,54,NA,NA
2020-05-18 00:00:00,8,"Windham",326,NA,NA,279,3,14,NA,NA
2020-05-19 04:00:00,1,"Fairfield",14719,NA,NA,1560,272,1167,NA,NA
2020-05-19 04:00:00,2,"Hartford",9234,NA,NA,1034,222,1116,NA,NA
2020-05-19 04:00:00,3,"Litchfield",1299,NA,NA,717,7,121,NA,NA
2020-05-19 04:00:00,4,"Middlesex",965,NA,NA,593,33,131,NA,NA
2020-05-19 04:00:00,5,"New Haven",10587,NA,NA,1234,326,855,NA,NA
2020-05-19 04:00:00,6,"New London",896,NA,NA,336,24,68,NA,NA
2020-05-19 04:00:00,7,"Tolland",786,NA,NA,521,0,55,NA,NA
2020-05-19 04:00:00,8,"Windham",329,NA,NA,281,3,14,NA,NA
2020-05-20 00:00:00,1,"Fairfield",14751,NA,NA,1563,241,1180,NA,NA
2020-05-20 00:00:00,2,"Hartford",9299,NA,NA,1042,214,1133,NA,NA
2020-05-20 00:00:00,3,"Litchfield",1303,NA,NA,719,7,121,NA,NA
2020-05-20 00:00:00,4,"Middlesex",972,NA,NA,597,28,130,NA,NA
2020-05-20 00:00:00,5,"New Haven",10663,NA,NA,1243,301,874,NA,NA
2020-05-20 00:00:00,6,"New London",903,NA,NA,338,22,73,NA,NA
2020-05-20 00:00:00,7,"Tolland",787,NA,NA,521,0,55,NA,NA
2020-05-20 00:00:00,8,"Windham",336,NA,NA,287,3,14,NA,NA
2020-05-31 00:00:00,1,"Fairfield",15709,15003,706,1664,157,1288,990,298
2020-05-31 00:00:00,2,"Hartford",10445,9752,693,1170,100,1254,944,310
2020-05-31 00:00:00,3,"Litchfield",1400,1333,67,773,4,136,114,22
2020-05-31 00:00:00,4,"Middlesex",1143,1084,59,703,21,153,117,36
2020-05-31 00:00:00,5,"New Haven",11479,11088,391,1338,160,973,822,151
2020-05-31 00:00:00,6,"New London",1091,1033,58,409,9,89,66,23
2020-05-31 00:00:00,7,"Tolland",845,768,77,560,2,58,45,13
2020-05-31 00:00:00,8,"Windham",388,376,12,332,1,13,12,1
2020-06-01 00:00:00,1,"Fairfield",15776,15073,703,1671,153,1287,996,291
2020-06-01 00:00:00,2,"Hartford",10536,9861,675,1180,93,1253,951,302
2020-06-01 00:00:00,3,"Litchfield",1402,1336,66,774,4,133,113,20
2020-06-01 00:00:00,4,"Middlesex",1154,1098,56,709,24,150,117,33
2020-06-01 00:00:00,5,"New Haven",11525,11139,386,1344,149,985,837,148
2020-06-01 00:00:00,6,"New London",1094,1035,59,410,9,90,66,24
2020-06-01 00:00:00,7,"Tolland",848,772,76,562,1,60,46,14
2020-06-01 00:00:00,8,"Windham",393,383,10,336,1,14,13,1
2020-06-02 00:00:00,1,"Fairfield",15789,15087,702,1673,134,1289,998,291
2020-06-02 00:00:00,2,"Hartford",10593,9914,679,1187,92,1259,958,301
2020-06-02 00:00:00,3,"Litchfield",1404,1338,66,775,5,133,113,20
2020-06-02 00:00:00,4,"Middlesex",1161,1104,57,714,16,152,118,34
2020-06-02 00:00:00,5,"New Haven",11548,11161,387,1347,150,990,843,147
2020-06-02 00:00:00,6,"New London",1100,1039,61,412,8,92,67,25
2020-06-02 00:00:00,7,"Tolland",856,783,73,567,0,60,46,14
2020-06-02 00:00:00,8,"Windham",392,384,8,335,1,14,13,1
2020-06-03 00:00:00,1,"Fairfield",15843,15133,710,1679,126,1293,1002,291
2020-06-03 00:00:00,2,"Hartford",10636,9947,689,1191,90,1266,964,302
2020-06-03 00:00:00,3,"Litchfield",1406,1339,67,776,3,134,113,21
2020-06-03 00:00:00,4,"Middlesex",1171,1113,58,720,15,154,119,35
2020-06-03 00:00:00,5,"New Haven",11582,11191,391,1350,128,992,845,147
2020-06-03 00:00:00,6,"New London",1104,1042,62,414,8,94,69,25
2020-06-03 00:00:00,7,"Tolland",859,784,75,569,0,60,46,14
2020-06-03 00:00:00,8,"Windham",397,389,8,339,3,14,13,1
2020-06-04 00:00:00,1,"Fairfield",15914,15204,710,1686,111,1304,1011,293
2020-06-04 00:00:00,2,"Hartford",10677,9982,695,1196,83,1277,968,309
2020-06-04 00:00:00,3,"Litchfield",1409,1343,66,778,2,134,113,21
2020-06-04 00:00:00,4,"Middlesex",1170,1112,58,719,14,155,120,35
2020-06-04 00:00:00,5,"New Haven",11673,11282,391,1361,127,999,855,144
2020-06-04 00:00:00,6,"New London",1108,1045,63,415,8,95,70,25
2020-06-04 00:00:00,7,"Tolland",859,784,75,569,0,60,46,14
2020-06-04 00:00:00,8,"Windham",405,398,7,346,5,14,13,1
2020-06-05 00:00:00,1,"Fairfield",16020,15307,713,1697,108,1309,1017,292
2020-06-05 00:00:00,2,"Hartford",10747,10046,701,1204,78,1279,971,308
2020-06-05 00:00:00,3,"Litchfield",1413,1347,66,780,1,134,113,21
2020-06-05 00:00:00,4,"Middlesex",1174,1119,55,722,14,157,123,34
2020-06-05 00:00:00,5,"New Haven",11817,11429,388,1378,121,1007,865,142
2020-06-05 00:00:00,6,"New London",1112,1049,63,417,7,95,70,25
2020-06-05 00:00:00,7,"Tolland",864,789,75,572,0,60,46,14
2020-06-05 00:00:00,8,"Windham",416,409,7,355,4,14,13,1
2020-06-06 00:00:00,1,"Fairfield",16056,15342,714,1701,111,1312,1019,293
2020-06-06 00:00:00,2,"Hartford",10809,10112,697,1211,87,1287,977,310
2020-06-06 00:00:00,3,"Litchfield",1419,1353,66,783,1,134,113,21
2020-06-06 00:00:00,4,"Middlesex",1185,1128,57,728,15,159,124,35
2020-06-06 00:00:00,5,"New Haven",11828,11441,387,1379,110,1010,867,143
2020-06-06 00:00:00,6,"New London",1119,1056,63,419,6,95,70,25
2020-06-06 00:00:00,7,"Tolland",864,789,75,572,0,60,46,14
2020-06-06 00:00:00,8,"Windham",420,412,8,359,3,14,13,1
2020-06-07 00:00:00,1,"Fairfield",16092,15379,713,1705,114,1316,1023,293
2020-06-07 00:00:00,2,"Hartford",10844,10145,699,1215,77,1291,978,313
2020-06-07 00:00:00,3,"Litchfield",1426,1360,66,787,2,134,113,21
2020-06-07 00:00:00,4,"Middlesex",1187,1130,57,730,14,160,125,35
2020-06-07 00:00:00,5,"New Haven",11860,11472,388,1383,108,1013,870,143
2020-06-07 00:00:00,6,"New London",1120,1057,63,420,7,96,71,25
2020-06-07 00:00:00,7,"Tolland",863,787,76,572,0,60,46,14
2020-06-07 00:00:00,8,"Windham",428,421,7,366,2,14,13,1
2020-06-08 00:00:00,1,"Fairfield",16108,15405,703,1707,111,1319,1027,292
2020-06-08 00:00:00,2,"Hartford",10859,10206,653,1216,68,1291,991,300
2020-06-08 00:00:00,3,"Litchfield",1432,1369,63,791,3,136,115,21
2020-06-08 00:00:00,4,"Middlesex",1194,1139,55,734,12,163,128,35
2020-06-08 00:00:00,5,"New Haven",11875,11495,380,1385,88,1016,872,144
2020-06-08 00:00:00,6,"New London",1122,1059,63,421,8,96,71,25
2020-06-08 00:00:00,7,"Tolland",873,806,67,578,1,61,48,13
2020-06-08 00:00:00,8,"Windham",430,423,7,367,2,15,14,1
2020-06-09 00:00:00,1,"Fairfield",16134,15519,615,1709,92,1321,1029,292
2020-06-09 00:00:00,2,"Hartford",10924,10274,650,1224,69,1303,1001,302
2020-06-09 00:00:00,3,"Litchfield",1430,1368,62,790,3,134,113,21
2020-06-09 00:00:00,4,"Middlesex",1199,1144,55,737,12,164,128,36
2020-06-09 00:00:00,5,"New Haven",11911,11539,372,1389,84,1024,879,145
2020-06-09 00:00:00,6,"New London",1130,1068,62,424,8,97,72,25
2020-06-09 00:00:00,7,"Tolland",878,810,68,582,0,61,47,14
2020-06-09 00:00:00,8,"Windham",437,429,8,373,2,14,13,1
2020-06-10 00:00:00,1,"Fairfield",16155,15537,618,1712,89,1333,1039,294
2020-06-10 00:00:00,2,"Hartford",10967,10314,653,1229,60,1308,1006,302
2020-06-10 00:00:00,3,"Litchfield",1435,1374,61,792,3,135,114,21
2020-06-10 00:00:00,4,"Middlesex",1210,1154,56,744,14,165,128,37
2020-06-10 00:00:00,5,"New Haven",11930,11558,372,1391,71,1031,887,144
2020-06-10 00:00:00,6,"New London",1147,1085,62,430,7,98,73,25
2020-06-10 00:00:00,7,"Tolland",883,814,69,585,0,62,48,14
2020-06-10 00:00:00,8,"Windham",441,434,7,377,2,14,13,1
2020-06-11 00:00:00,1,"Fairfield",16178,15561,617,1714,81,1337,1044,293
2020-06-11 00:00:00,2,"Hartford",11103,10455,648,1244,61,1313,1011,302
2020-06-11 00:00:00,3,"Litchfield",1435,1374,61,792,3,135,114,21
2020-06-11 00:00:00,4,"Middlesex",1216,1160,56,747,15,166,129,37
2020-06-11 00:00:00,5,"New Haven",11979,11606,373,1397,74,1034,889,145
2020-06-11 00:00:00,6,"New London",1150,1088,62,431,7,98,73,25
2020-06-11 00:00:00,7,"Tolland",886,815,71,587,0,62,48,14
2020-06-11 00:00:00,8,"Windham",453,446,7,387,3,14,13,1
2020-06-12 00:00:00,1,"Fairfield",16277,15661,616,1725,81,1345,1051,294
2020-06-12 00:00:00,2,"Hartford",11189,10534,655,1253,54,1321,1018,303
2020-06-12 00:00:00,3,"Litchfield",1439,1377,62,795,3,135,114,21
2020-06-12 00:00:00,4,"Middlesex",1223,1167,56,752,13,168,131,37
2020-06-12 00:00:00,5,"New Haven",12021,11641,380,1402,73,1041,893,148
2020-06-12 00:00:00,6,"New London",1198,1135,63,449,7,100,74,26
2020-06-12 00:00:00,7,"Tolland",885,814,71,586,0,62,48,14
2020-06-12 00:00:00,8,"Windham",463,456,7,396,2,14,13,1
2020-06-13 00:00:00,1,"Fairfield",16306,15690,616,1728,68,1346,1052,294
2020-06-13 00:00:00,2,"Hartford",11218,10564,654,1257,52,1327,1023,304
2020-06-13 00:00:00,3,"Litchfield",1442,1380,62,796,3,136,115,21
2020-06-13 00:00:00,4,"Middlesex",1229,1173,56,755,11,171,134,37
2020-06-13 00:00:00,5,"New Haven",12034,11653,381,1403,63,1044,895,149
2020-06-13 00:00:00,6,"New London",1236,1173,63,463,6,101,75,26
2020-06-13 00:00:00,7,"Tolland",888,817,71,588,0,62,48,14
2020-06-13 00:00:00,8,"Windham",465,458,7,397,2,14,13,1
2020-06-14 00:00:00,1,"Fairfield",16338,15717,621,1731,70,1347,1052,295
2020-06-14 00:00:00,2,"Hartford",11231,10573,658,1258,52,1328,1023,305
2020-06-14 00:00:00,3,"Litchfield",1441,1379,62,796,3,135,114,21
2020-06-14 00:00:00,4,"Middlesex",1233,1175,58,758,9,171,134,37
2020-06-14 00:00:00,5,"New Haven",12055,11671,384,1406,63,1045,896,149
2020-06-14 00:00:00,6,"New London",1240,1177,63,465,6,102,76,26
2020-06-14 00:00:00,7,"Tolland",888,817,71,588,0,62,48,14
2020-06-14 00:00:00,8,"Windham",467,460,7,399,0,14,13,1
2020-06-15 00:00:00,1,"Fairfield",16359,15738,621,1733,70,1350,1055,295
2020-06-15 00:00:00,2,"Hartford",11261,10601,660,1261,48,1330,1025,305
2020-06-15 00:00:00,3,"Litchfield",1443,1381,62,797,3,135,114,21
2020-06-15 00:00:00,4,"Middlesex",1235,1177,58,759,8,171,134,37
2020-06-15 00:00:00,5,"New Haven",12078,11695,383,1408,64,1046,897,149
